Time,Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz
75.0000,-51.3170,3.9809,-3.1226,-1.7551,3.0270,-10.6980,-7.7360,4.9959,-2.3683,-0.7913,-4.0162,-4.5030,5.6821,-5.1288,11.0740,-5.3787,-2.5419,-7.6904,-4.9651,-1.4625,7.6401,27.3426,11.8036,-1.2766,21.0345,1.9120,2.8887,20.5630,52.6182,44.1823,-0.6022,18.1293,0.1912,3.4187,0.2068,13.1361,40.5147,-2.5653,-0.6990,13.0512,7.8835,16.9883,13.9373,0.3760,-0.7542,-7.5427,-3.4895,-12.0264,-3.8726,-17.4716,-13.9213,-13.3698,-10.9294,6.1602,-32.7312,-36.2991,-3.8268,-9.3267,-17.6401,-5.1151,-16.0891,0.2446,-14.7829,-15.1765
81.2500,-60.6229,4.5480,-0.5852,-0.1963,-0.8817,-0.5399,-3.8799,6.9982,-0.7419,0.4674,-3.2911,-7.2368,3.1713,-8.5621,15.1234,-4.5492,-3.4591,-8.1860,-8.3912,-4.7011,10.8181,2.7275,9.4910,-8.1008,14.1273,15.3364,7.0721,27.8960,43.1533,44.6787,15.2365,25.5268,3.9080,5.5808,4.6997,8.3619,40.7546,-8.1967,-7.1743,13.3525,14.2284,11.9279,22.5788,-5.8971,-2.3955,-7.5551,-0.6730,-12.6611,-5.0056,-16.3741,-15.4744,-16.2900,-13.2092,6.0265,-34.6342,-35.1681,-2.4789,-9.0655,-18.9182,7.4966,-14.6642,-2.7057,-16.7053,-16.1164
87.5000,-63.2943,3.0736,2.5332,0.5092,-4.0624,10.0603,2.2401,9.9123,1.0616,2.1188,-0.6072,-4.5649,4.7174,-1.0731,2.0250,-3.0118,-2.6771,-5.6535,-7.0366,-2.6362,5.6567,-16.6515,5.2533,-13.6932,9.6146,13.8759,7.9734,32.4224,25.0215,25.8212,20.1952,26.3520,3.8093,4.5368,10.6704,6.8645,46.0615,-34.6841,-7.9736,17.9971,18.9236,13.6734,30.0137,0.7805,-17.8884,2.9438,-1.2408,-11.4164,-7.2242,-14.3074,-13.2082,-14.4424,-11.1053,3.6146,-32.5106,-34.3869,-3.9327,-8.5582,-15.9138,25.1726,-11.8342,-2.5467,-15.0833,-12.2805
93.7500,-67.2702,-1.8570,2.0495,-1.2234,-6.3394,14.7511,10.1658,11.5862,-0.1513,0.6294,1.2732,0.7025,9.8323,13.1774,-19.3998,-5.5864,-4.3208,-3.7298,-3.5899,1.1386,1.0448,-10.3377,4.0118,-7.9978,8.7381,-0.6535,3.9070,26.3533,16.9607,8.6891,10.6072,21.5498,0.6010,1.8961,15.2120,9.4667,54.3053,-52.1697,1.2379,22.5205,16.6593,20.9933,32.2425,14.7959,-26.9456,14.6664,-3.9239,-13.5433,-12.3630,-14.5977,-11.1207,-10.6828,-6.8811,3.2650,-26.1629,-35.0778,-10.3233,-10.8167,-11.5335,34.9016,-11.6211,-0.6966,-12.2933,-6.7215
100.0000,-78.3118,-8.0704,-3.3054,-6.0986,-8.7946,11.9192,16.3441,12.9943,-4.6610,-5.0010,0.3182,2.7598,13.4108,24.1118,-29.9678,-12.4572,-9.6472,-5.3951,-2.2830,3.0429,3.9926,12.9779,7.4129,11.3560,14.3862,-13.6599,-2.9428,8.8056,25.9287,16.5552,-3.3533,16.0284,-3.3310,-0.8984,13.9404,9.6998,52.8040,-41.7569,13.3869,22.5515,10.7689,27.9079,28.7855,23.9894,-18.7037,18.5148,-3.6436,-15.0234,-17.7875,-17.9237,-11.9811,-8.7149,-3.4551,8.0291,-19.9034,-35.5703,-17.6421,-15.2214,-8.6320,27.9850,-14.9081,1.1252,-10.5789,-2.2084
106.2500,-91.6222,-11.7828,-9.2185,-11.2248,-11.1557,6.1849,17.4705,16.3504,-8.3454,-11.0291,-2.2255,-0.1374,11.9053,25.1672,-17.4298,-17.7900,-14.4695,-9.0364,-4.0353,2.5955,10.5092,27.9545,13.6232,33.0640,26.3260,-14.3150,-7.8946,-9.1971,38.5533,47.9009,-11.8072,11.7161,-5.9272,-2.7838,6.4751,3.6038,36.5634,-16.3048,18.4174,18.8647,7.1991,28.2394,22.9843,25.0899,-3.2945,14.2115,0.7711,-10.8510,-19.2562,-20.8234,-14.9985,-10.1711,-3.4336,14.6788,-19.7889,-34.7567,-19.9774,-18.0418,-8.6593,10.2327,-17.7202,2.7639,-10.7080,0.7967
112.5000,-94.7877,-11.3419,-10.4386,-12.3638,-12.2547,3.8106,12.9082,20.6817,-7.4968,-12.8969,-3.5448,-4.1352,6.4761,19.3315,11.2887,-16.8095,-14.2017,-10.8917,-6.7806,0.6532,11.5100,21.6856,18.7898,39.4451,35.3393,-6.1408,-7.9492,-14.4932,38.7086,75.6752,-12.5325,6.6047,-6.2331,-2.8867,-2.1171,-4.3833,17.7284,-2.2543,14.6391,15.4093,5.6021,21.7945,18.6578,26.5369,-0.3595,8.6875,4.8502,-3.7757,-15.4133,-18.9181,-16.9350,-13.2762,-6.9595,17.1608,-26.1497,-33.4925,-14.5685,-15.8523,-10.4005,-4.1849,-14.9061,6.0455,-10.9165,3.0220
118.7500,-83.2466,-8.5745,-6.4354,-8.6628,-12.6818,6.6750,4.1686,22.1790,-2.9930,-9.9329,-2.2549,-5.3233,0.7583,15.1071,35.0810,-11.1818,-9.0887,-9.4458,-8.4902,-2.2637,5.0910,4.6060,19.2150,22.7360,29.8418,0.3709,-4.2004,-5.7534,28.4085,75.4705,-6.5611,0.2472,-3.9988,-0.7953,-6.0607,-7.5737,12.4865,-8.5124,9.4022,13.7439,0.8646,14.8642,16.9899,35.3839,-18.1416,6.8415,4.8607,-0.5085,-8.9491,-11.9581,-15.4357,-14.6925,-10.9948,14.1698,-31.9386,-33.2107,-3.9378,-9.1377,-11.1251,-7.7820,-6.1248,12.0760,-8.5711,4.9004
125.0000,-65.6345,-5.5093,-0.8865,-3.3277,-13.8033,11.7382,-6.1704,19.1658,1.2963,-5.0404,1.0671,-3.8055,-2.7293,17.6835,38.0495,-6.4459,-3.3662,-6.3799,-8.8813,-5.2241,-0.2842,-7.1054,13.0007,-7.0601,8.9015,1.2084,-0.3225,5.5462,22.8114,49.0305,5.7196,-3.0249,0.2215,2.5244,-4.5407,-6.0074,21.9443,-22.0092,7.9923,11.1707,-7.9548,12.8842,15.8733,45.3993,-43.8603,6.4780,1.8826,-1.9091,-4.2110,-4.6917,-11.2935,-12.9161,-11.8334,11.1638,-30.4191,-34.3156,5.8635,-1.8051,-9.2943,-4.3489,4.3162,19.0400,-2.9985,7.4376
131.2500,-53.9106,-2.3904,2.4617,-0.2710,-14.9578,15.3568,-14.9266,13.7369,2.5121,-1.2079,4.9264,-2.2961,-3.5071,24.9897,21.4108,-5.7926,-0.6296,-3.8928,-8.4962,-6.1870,4.0890,-11.0255,1.7511,-31.2717,-14.4100,1.0818,1.5356,9.5113,27.2324,18.4927,21.0046,1.2574,5.2970,5.7706,-0.6979,-4.6271,32.6623,-28.9516,6.8393,6.0685,-14.2882,14.9913,12.7418,43.5822,-59.8384,4.3479,-1.1169,-1.8660,-3.2935,-1.5301,-6.9755,-8.9361,-8.1250,14.3342,-22.6634,-35.8410,9.9069,2.5881,-5.3099,-2.3696,10.7518,23.9675,4.2178,12.1858
137.5000,-52.6485,1.5700,4.0537,0.8296,-12.5285,18.3438,-17.3632,9.3567,1.8889,1.6000,8.7862,-1.7379,-0.8396,32.4926,-2.7217,-6.8778,-0.4246,-1.7832,-6.8764,-3.4192,16.8068,-14.1811,-8.3916,-37.8509,-24.2793,3.9702,2.6581,8.8232,29.5143,3.6594,29.7891,10.9346,9.7868,8.5408,2.7495,-4.8816,33.9668,-30.3338,0.1478,1.6273,-12.4253,16.4406,6.7328,26.7979,-62.8376,2.3505,-4.8158,2.5454,-5.7753,-2.7594,-5.0499,-5.8099,-3.0435,22.2531,-16.8151,-37.7958,6.9329,2.9786,-1.8724,-5.6090,10.3772,24.8055,9.5848,18.0523
143.7500,-55.6631,6.1098,6.3123,3.1324,-4.5084,23.4792,-10.6053,7.1567,2.2827,4.5027,12.2353,-0.7781,5.1195,37.9635,-23.5915,-6.1786,-0.5644,0.6219,-4.0244,1.2193,28.6207,-16.7591,-10.8335,-28.2921,-16.8435,5.4177,4.2901,11.4730,18.1344,8.4824,22.6347,17.5058,11.5467,10.0054,4.2144,-3.6671,27.6838,-33.7192,-9.3947,2.0780,-5.5111,15.7156,-0.8773,7.9782,-62.4106,4.8596,-11.4959,5.8478,-10.1538,-5.5094,-6.6057,-6.1576,-1.3877,27.2413,-18.0334,-40.7896,0.3050,1.3059,-1.1937,-10.2921,5.9354,22.5605,11.0844,20.7849
150.0000,-55.6563,8.5343,8.2253,6.1609,3.9837,28.2256,0.3342,5.4079,3.8398,6.1101,13.2133,0.1614,10.4415,40.6326,-37.5375,-3.9734,-0.6934,1.7436,-1.9054,3.1962,32.8882,-10.6519,-4.6002,-11.6345,-2.4025,-1.3384,4.4597,17.1281,1.1780,26.2859,2.1171,14.6313,8.6168,8.0951,1.7732,-0.5555,20.6273,-37.7132,-11.3613,7.4334,-1.0610,17.3027,-6.6301,4.0931,-67.0167,12.1404,-17.7901,2.4754,-14.1305,-7.1882,-10.1055,-9.1056,-3.9634,25.1473,-21.3451,-43.0828,-3.8773,0.5259,-1.8713,-11.0516,2.2455,20.7863,10.7353,17.3464
156.2500,-52.2665,6.6743,6.5143,5.4286,4.7979,25.4981,4.6574,3.1616,4.5956,4.0675,10.0044,-1.5282,9.9135,39.7736,-43.4304,-2.9555,-1.5111,-0.3756,-2.3695,0.9275,31.4636,4.2336,4.1347,3.8007,4.9665,-13.8052,0.0968,16.4882,-1.9220,48.4481,-15.7460,5.3061,1.1519,1.0874,-6.3390,-1.4043,13.3939,-33.4353,-1.6901,12.8245,-1.4137,24.7958,-6.8697,18.7371,-73.9068,18.8142,-16.2532,-4.1407,-15.8513,-7.8623,-13.0184,-11.3721,-7.0290,20.0328,-17.7603,-41.0186,-2.3744,1.5875,-0.8187,-5.1420,2.4252,21.4606,11.4866,10.8597
162.5000,-47.8836,1.5946,0.1079,-2.0324,-3.8683,12.3619,-3.9606,1.1794,3.0300,-1.4634,3.6522,-6.4328,2.7469,35.5444,-38.7389,-4.4982,-2.8564,-4.9407,-4.7020,-1.9259,30.3040,11.5594,7.0880,11.9843,-0.5223,-20.7079,-8.2808,4.5179,14.0707,65.3827,-16.5669,-1.6994,-7.4153,-9.2092,-18.0821,-10.6814,2.0897,-18.7914,9.0979,13.9055,-2.0537,34.4895,-0.3159,40.1424,-76.1848,20.7680,-5.0815,-4.6144,-14.7761,-8.2636,-13.5883,-10.0924,-6.1741,19.1065,-4.8298,-32.1344,2.7319,3.0339,3.6643,6.6496,6.0108,23.3285,14.0215,9.2049
168.7500,-43.7743,-3.5215,-7.3245,-12.5096,-14.3833,-3.4692,-18.8769,0.0209,-0.0447,-6.8413,-2.0318,-10.5481,-4.6602,30.4252,-24.7766,-6.9614,-3.4466,-8.0544,-5.5970,-0.4123,32.2150,-3.2208,2.1204,9.4979,-11.9454,-14.6845,-15.3418,-10.5218,32.4040,67.9187,-3.0286,-2.3147,-11.9834,-16.8555,-26.4346,-22.6026,-11.4722,-3.7229,6.8793,11.3623,0.9499,38.5521,10.3945,54.9172,-75.4935,19.9935,6.7585,4.1034,-12.1338,-7.8144,-12.1691,-5.6804,-1.2188,23.5426,10.1232,-18.7430,6.4769,2.3424,9.5336,19.9730,9.3825,22.9570,15.6732,16.0988
175.0000,-39.5303,-5.8642,-10.3067,-17.8742,-17.0451,-9.3477,-25.4433,-0.7773,-2.4438,-8.3694,-3.7674,-8.7217,-4.5871,27.1065,-11.0074,-8.2470,-2.8197,-7.0258,-3.0049,5.3328,36.1746,-29.8339,-4.8163,-1.6466,-16.8117,-1.8046,-16.1866,-15.5843,34.0804,54.3270,7.6623,-1.7299,-10.2751,-16.9206,-25.5396,-25.5302,-18.8724,0.7719,-8.8702,8.5118,5.6190,33.6964,19.4125,59.8589,-78.4214,19.8418,7.6243,13.5885,-10.3277,-5.9658,-10.9297,-1.9324,3.3246,27.0121,17.4491,-7.0863,6.0881,-1.2478,12.3326,29.4110,10.2279,18.0865,13.3349,25.6408
181.2500,-36.2285,-5.4295,-8.0444,-14.8000,-11.0014,-2.0075,-16.9427,-1.8882,-3.7877,-6.8443,-2.6807,-1.5654,2.7813,24.3896,-10.3354,-9.0194,-2.6537,-4.2667,0.7397,9.4684,40.7327,-39.3585,-6.3751,-12.7765,-8.5805,5.1110,-11.6589,-6.9595,19.8121,35.2139,3.2059,-7.1706,-4.9669,-10.2779,-16.8668,-15.0992,-15.0469,-4.0648,-23.5641,7.6287,8.7243,25.5927,22.1202,60.6611,-86.3164,19.5326,-3.0476,13.4478,-10.2817,-3.7095,-10.9149,-1.6438,3.8140,24.3270,14.9480,-1.3989,3.8529,-5.1296,10.3390,30.7521,8.8256,10.9117,8.0379,27.7340
187.5000,-38.9041,-3.8817,-4.2212,-7.6857,-4.1716,8.7403,-1.1312,-2.1246,-4.9981,-5.8649,-2.2582,4.2337,9.8721,19.4115,-27.7270,-10.8976,-4.0268,-4.0747,1.8954,7.7339,44.6046,-16.3403,-0.7587,-14.8679,7.8175,2.1378,-6.6467,8.4727,6.9195,26.0882,-10.3116,-17.5085,-0.6849,-2.4571,-7.8208,0.4760,-5.0774,-6.4527,-25.3781,8.9458,11.1768,22.2188,18.3582,61.9154,-92.5257,15.8008,-14.3965,2.2390,-11.2247,-3.4784,-11.2499,-4.2939,0.7600,17.2115,7.3851,-1.4023,2.9615,-6.0027,5.5996,24.0969,6.3229,5.8728,3.1921,18.3859
193.7500,-49.1913,-1.9052,-2.1725,-3.0296,-3.1863,11.2444,9.7013,0.2849,-6.4437,-7.0674,-3.8448,3.2543,10.2563,13.6059,-52.6367,-13.6760,-5.4883,-7.2984,-0.3685,2.2949,44.3552,20.0460,7.0728,-8.6396,20.6682,-1.6589,-4.5493,23.0903,6.2790,31.5567,-17.2776,-23.0634,0.4416,1.5408,-4.6156,9.5115,1.6604,0.6873,-19.9465,11.5968,14.9618,24.4863,11.7082,62.5533,-89.9987,9.4878,-17.2855,-12.0571,-12.1635,-5.8745,-10.3051,-7.0101,-2.4292,11.3973,-0.3071,-4.2869,3.6556,-2.5306,1.9204,15.3590,4.0971,6.1188,0.8870,4.5268
200.0000,-61.0879,0.2303,-2.5694,-3.4075,-7.3657,3.9566,12.0227,3.9657,-7.7011,-8.7644,-5.6461,-3.3217,4.8172,12.8219,-66.5199,-15.2987,-4.8723,-10.3747,-3.2254,-1.4437,35.2154,34.1831,11.0236,-4.0364,22.4097,4.0320,-4.5341,34.3001,12.1238,41.0069,-11.8466,-16.5664,0.1212,1.3126,-7.0652,8.7912,2.2937,9.9441,-21.9661,14.5790,17.4246,26.4050,6.6837,60.8098,-81.5073,6.8684,-13.2429,-20.0345,-12.1231,-7.0672,-6.8818,-6.7478,-2.6215,10.0219,-6.5467,-7.6896,4.8701,4.1404,2.2567,10.9147,3.0090,11.6437,0.8167,-2.9402
206.2500,-65.3443,1.7838,-3.9847,-6.2357,-11.6954,-4.5572,12.5832,5.0221,-7.8430,-8.3063,-5.1594,-9.6297,-0.6071,19.8390,-57.8223,-13.8994,-1.8557,-9.3900,-3.4606,-1.4016,17.3559,12.3279,9.6163,-7.2140,16.0129,17.9620,-4.3957,39.6108,14.8878,41.3961,-3.8099,-2.0995,0.5202,-0.6333,-11.2810,3.4966,1.2413,6.0723,-35.2452,15.8271,12.8155,23.0128,5.3841,58.3964,-74.9782,10.9307,-9.8825,-18.1110,-10.3883,-2.2145,-1.4512,-2.9302,0.3054,10.9312,-11.5596,-11.1177,6.9767,11.6354,6.1224,11.8378,4.5720,18.9391,1.1203,-0.0309
212.5000,-56.5113,1.6076,-5.8930,-8.6846,-14.0553,-7.4983,16.4281,0.9605,-6.9375,-5.8370,-2.7700,-11.8411,-3.0003,27.9038,-30.6285,-10.2367,1.3596,-4.8649,-1.2577,-0.8852,-0.2851,-23.7319,5.7808,-11.5187,10.0034,28.5845,-4.4181,32.8615,15.8524,31.3261,-4.8927,8.5981,1.0903,-2.6425,-14.7931,-1.5494,2.0361,-16.9393,-46.7079,13.2202,1.4141,16.6068,7.0337,58.0650,-73.0580,15.9197,-9.7225,-8.6983,-6.4422,8.9907,4.6010,2.9184,4.5995,11.1531,-13.9585,-13.9024,11.8078,18.1517,10.7952,12.1812,9.8218,23.7749,1.0537,7.6606
218.7500,-39.2605,-0.4450,-8.3492,-10.2998,-16.4421,-7.0605,19.6883,-5.9060,-5.5353,-3.7012,-0.9233,-11.1743,-3.7471,26.7345,-1.4090,-6.5138,3.0161,-0.4646,0.9889,-2.9241,-6.2981,-40.2714,3.7149,-4.8828,9.6801,27.7558,-6.1165,12.8536,22.8542,20.6173,-13.9699,8.0055,0.0585,-4.3814,-17.0467,-5.8278,2.3316,-44.9981,-41.8229,7.5690,-7.2393,13.8253,9.7705,59.0110,-72.8435,14.0782,-8.3897,2.4072,-1.4099,20.0240,9.4060,8.0312,8.0140,10.1086,-12.1940,-15.2390,18.1099,21.6640,12.9352,3.5447,15.6104,23.1143,0.2609,11.3031
225.0000,-23.7130,-1.9970,-9.5870,-10.7035,-19.5533,-8.9137,16.6722,-9.7704,-3.3808,-2.9475,-0.5375,-10.2148,-4.0655,15.3785,14.9124,-4.0899,3.8952,1.3837,1.8010,-5.7472,2.2868,-24.3291,5.5739,13.4276,14.8981,19.1513,-9.0649,-7.9723,34.1624,17.2041,-20.4083,-0.9727,-2.5940,-5.8683,-17.7366,-9.4964,-2.7883,-52.9890,-22.3874,2.4269,-4.5257,17.2734,11.9497,57.4920,-71.3890,6.1596,-3.5595,8.4324,0.7973,22.1373,10.5244,8.8926,8.0524,7.9149,-8.0252,-16.4321,20.0084,19.9866,10.1453,-15.2168,16.6549,16.4110,-2.5344,7.5049
