Time,Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz
62.5000,10.4721,-17.5120,-12.7608,-10.1001,0.0581,-21.6874,-47.2044,6.0980,1.5106,8.3347,8.5802,-1.1265,-2.1433,-0.6249,19.6811,27.8776,20.5900,21.9368,21.3211,21.4515,5.6183,-83.1527,-76.4632,-72.6372,-37.2075,-42.5586,-48.5355,-45.3069,-97.8953,-77.4880,11.8119,-31.3333,-28.4626,-28.4719,-20.2194,-35.6051,-45.5125,-10.8898,-12.8311,-13.4130,-18.4033,-19.3041,-9.8885,35.8828,25.4170,2.6810,42.0250,30.5501,37.6931,44.4074,42.8320,32.0885,28.0554,55.2894,34.1758,61.8111,50.9246,59.6474,37.0629,-8.6063,51.2792,40.9137,40.9642,38.3023
68.7500,25.2066,-10.8794,-5.0376,1.4307,11.9900,-10.0314,-46.2322,12.6956,7.7265,13.8674,16.8029,3.7864,0.8880,-11.4907,-7.5381,28.4153,22.4270,28.5082,22.0258,18.5187,-3.7265,-76.7809,-71.7720,-84.5720,-40.5321,-36.7326,-41.6242,-30.5692,-94.8788,-75.7133,10.5965,-25.6345,-19.3835,-19.7597,-9.4745,-26.6406,-33.4676,-11.3247,-3.9866,-17.7072,-32.5907,-28.7748,-12.4191,17.8311,33.3236,-9.1907,48.7693,31.0835,35.0345,39.9235,43.6845,27.5682,24.2236,41.8425,23.0694,56.0252,48.2336,54.5461,29.4173,-16.5575,44.2668,29.6222,31.3811,30.2914
75.0000,27.1741,-5.7328,2.2422,11.7873,21.9227,4.3157,-39.8301,15.9517,13.3800,18.8196,25.2039,8.8307,2.9643,-21.4183,-28.7364,27.7786,27.5022,33.8014,22.8874,16.0587,-2.9115,-66.0310,-68.7983,-87.1085,-47.4502,-34.4776,-35.0552,-17.7790,-88.5787,-68.5470,-6.6740,-23.8353,-14.9640,-15.0309,-2.8301,-18.3565,-12.1150,-28.9584,-4.9263,-21.3615,-45.8673,-34.6560,-13.5896,3.8189,41.1114,-11.5555,50.6430,22.3581,31.3385,36.5662,43.9273,24.6397,21.8669,32.1264,13.0806,48.4992,45.7654,48.8626,25.9890,-21.3802,41.6452,24.5923,26.2617,24.8425
81.2500,19.6448,-5.3707,4.5092,14.1076,21.6754,13.7587,-32.5531,12.0699,13.0558,19.0422,27.6521,10.8121,3.3065,-22.4153,-36.5368,24.8949,30.2566,34.0244,23.2497,14.0945,4.9800,-56.3607,-65.9625,-73.2652,-37.6189,-35.3109,-30.6512,-16.7043,-78.9163,-63.8227,-29.9719,-23.1657,-15.5438,-14.8731,-2.7551,-16.4545,-4.0590,-40.9738,-13.2542,-23.3396,-45.0965,-36.4944,-11.6488,1.1324,43.9350,-6.3862,44.4997,10.8571,28.6235,35.8584,43.2233,23.4629,22.1984,35.0205,8.5351,43.6660,44.1883,44.6050,26.7135,-26.9573,43.3506,26.6398,27.1660,21.6527
87.5000,12.4553,-8.5344,2.1381,8.5768,13.4396,17.4728,-31.1688,3.9326,7.8466,15.2130,23.7900,9.1858,3.4386,-14.0517,-30.7787,21.6122,27.6549,29.3125,22.2784,12.2643,12.9992,-48.3957,-60.5771,-51.8000,-12.6303,-39.1449,-30.1758,-29.2905,-67.9258,-71.1827,-40.2503,-19.7719,-18.5430,-16.7344,-7.5910,-21.5654,-19.2744,-30.8339,-19.7997,-22.6378,-28.3327,-35.2849,-7.6612,7.8724,41.2541,-0.8333,36.5427,7.1632,28.1171,35.7691,40.2524,21.7959,23.0691,46.1140,10.9967,43.5035,42.3431,40.6612,26.8987,-34.7080,44.9151,30.8910,29.6748,18.0336
93.7500,10.4615,-10.5833,-0.3333,2.0025,7.4360,19.5267,-36.4831,-1.9342,3.6973,11.8040,18.6833,6.4113,4.4550,-5.1867,-13.7018,20.2535,22.0731,23.2050,19.8457,10.4215,18.3878,-41.5772,-52.9213,-39.9212,4.0775,-43.3537,-32.5487,-42.9292,-62.2310,-90.1253,-30.5053,-11.4395,-20.3772,-16.5918,-11.3954,-26.0413,-41.0634,-7.7565,-21.5567,-17.9696,-8.2389,-29.7879,-5.3505,16.3695,35.5230,1.3122,33.5746,13.5093,28.9139,33.2899,34.6124,17.7914,21.6393,53.1925,17.9622,46.1022,38.8226,34.5297,23.4330,-43.9139,40.9256,31.3189,28.3478,11.9061
100.0000,8.0785,-8.4316,1.3781,1.4217,10.9220,23.3671,-40.4601,-2.2024,4.6489,12.2042,17.0072,5.3744,5.8457,-5.3257,10.7034,20.6525,18.0090,19.0699,17.1748,9.2069,23.6500,-38.0111,-45.7930,-44.2577,-2.8390,-42.4446,-33.4568,-40.6966,-64.8574,-107.8588,-14.6281,-0.1851,-18.8904,-12.1983,-8.7285,-21.2693,-44.1451,5.5242,-22.9858,-10.0417,0.2094,-18.4537,-7.0707,21.6558,29.6227,2.3132,33.1573,20.4286,27.7402,27.3848,27.1460,11.6480,17.0617,49.3294,23.9895,46.3842,32.9834,25.1257,17.5033,-53.6090,30.7488,24.7956,21.3986,3.9759
106.2500,0.0396,-3.7305,6.5756,7.1761,20.6672,28.2535,-35.1073,0.1745,8.1339,15.0054,18.0256,6.7292,6.1756,-14.7408,35.4252,19.6505,16.6162,16.8024,15.4837,9.2356,30.7721,-39.4186,-41.5369,-53.9597,-21.5892,-34.8992,-30.2011,-21.2508,-68.1322,-110.9121,-12.9046,7.9169,-15.4716,-5.8850,-0.9678,-8.3895,-24.8449,0.3193,-25.0720,-3.0096,-6.1039,-4.6289,-10.7366,24.5503,25.5921,5.2786,26.9109,18.2449,22.0543,20.2853,19.7669,5.8206,11.8560,39.3848,25.4456,41.4651,26.2650,15.1495,13.0378,-61.7844,20.8307,13.9267,12.7806,-2.5464
112.5000,-9.6980,-1.3800,9.8943,12.8277,26.3798,30.5690,-23.0272,-0.0986,8.3678,16.0506,17.5434,8.6478,5.3364,-23.8059,51.1105,14.9529,15.5223,14.3896,15.1549,10.7473,36.2660,-41.2396,-39.8141,-54.2121,-29.2840,-27.2841,-25.5379,-3.3941,-60.4714,-96.5004,-29.7080,7.5310,-14.1103,-2.7969,4.2924,1.4562,-5.9544,-9.4613,-20.7160,-0.9853,-17.5965,3.8724,-11.7878,26.6814,22.6600,9.1797,13.2408,9.2474,13.7069,15.6593,14.9769,3.4544,10.1965,32.9542,23.8446,34.9119,22.0022,9.5112,12.8258,-64.6285,18.3088,5.5049,8.9495,-5.2366
118.7500,-11.2159,-3.7564,7.6191,12.9612,22.0361,28.5742,-14.9579,-4.4198,3.9592,14.0054,14.4253,9.7058,5.5398,-22.3093,52.6463,8.7934,13.3840,11.8675,16.0649,13.6041,34.2350,-35.2990,-38.4319,-43.2321,-20.6542,-27.4939,-24.8634,-6.1681,-42.8839,-72.1669,-49.5663,-0.2844,-17.8167,-6.2505,1.0026,-1.2507,-9.5869,-8.0459,-6.8295,-3.9347,-24.2377,1.5298,-9.0672,25.5177,20.5343,9.9261,0.9440,4.2651,7.2323,14.6528,13.9338,5.0205,13.3296,32.6404,23.0011,32.7292,22.2581,10.9217,15.6564,-56.9609,24.6172,4.5510,12.4420,-4.4428
125.0000,0.3566,-8.6270,0.7478,7.7922,11.1418,23.5786,-17.9070,-10.4895,-1.5336,10.9204,11.5040,9.9713,7.9303,-10.4393,44.0679,5.1767,11.2293,10.9531,17.2231,16.4675,23.8868,-21.7453,-36.3962,-32.9621,-12.5767,-34.4410,-29.3971,-25.6652,-32.8013,-47.5468,-54.3099,-8.3259,-25.0516,-14.0584,-7.9072,-13.4580,-30.1956,0.2321,5.9190,-7.5600,-24.1891,-8.6053,-5.9174,18.5390,20.6247,6.7405,-0.5985,8.9294,5.5764,15.4973,16.0013,8.3236,18.4891,33.3231,24.9497,36.4887,26.1207,17.6772,19.2342,-37.8539,34.3345,10.9831,20.8623,-1.2343
131.2500,15.8230,-12.4281,-6.4744,1.4449,1.9279,18.2601,-27.1417,-15.8135,-4.4878,8.7455,11.1645,9.4979,10.6037,1.0489,34.3105,5.3226,10.3462,12.1080,17.4543,17.7063,12.2985,-12.6676,-34.5755,-34.0455,-18.8763,-38.0896,-33.6074,-37.2047,-44.6764,-28.3496,-40.5123,-10.2316,-30.0889,-19.8349,-12.6250,-22.3123,-40.8997,-3.4388,3.6443,-8.3004,-20.7060,-17.9783,-5.3957,9.4115,22.4939,3.9210,7.1279,16.4556,7.3859,16.0311,19.1218,10.7508,21.4427,30.4295,28.0008,40.8605,29.9158,24.5994,22.8159,-15.5039,40.0052,20.1210,29.4916,4.1769
137.5000,20.7909,-13.3552,-10.1564,-2.5064,-0.2680,14.9666,-31.6751,-18.7088,-4.6920,7.0217,11.9698,7.7257,10.6261,1.9224,30.8152,6.6595,10.3706,13.0655,16.2545,16.9480,8.5970,-19.5702,-34.5327,-44.7725,-31.1727,-32.2043,-31.8118,-23.9433,-69.9869,-17.4307,-19.1704,-6.6003,-28.5424,-19.4185,-7.6195,-19.4329,-26.4743,-26.2114,-11.9268,-8.2539,-15.6356,-22.1738,-6.5504,4.7442,23.2274,4.9115,13.1510,16.0545,8.8998,15.9055,20.9831,11.3602,20.1708,25.4228,28.9956,39.4424,30.0541,27.4858,26.5472,-2.4106,39.5084,26.8388,34.6790,11.0926
143.7500,10.8633,-12.1320,-9.9551,-3.9861,3.2932,14.3664,-26.8711,-17.6749,-4.2683,4.0339,10.3033,4.3923,7.5901,-7.3289,36.2518,6.3281,10.2078,11.2388,14.2998,15.5579,14.5819,-37.8750,-36.3446,-54.0262,-31.1323,-23.0062,-25.6837,2.1685,-82.7472,-15.7869,-1.8063,-3.4416,-22.0072,-14.7653,1.8369,-9.6803,-2.3504,-49.3503,-22.5416,-11.6550,-8.8240,-23.8159,-5.4977,5.2472,18.2163,8.2453,10.5407,6.8643,8.8404,16.3899,20.8739,11.5557,16.5215,22.2852,27.2474,32.2962,26.4580,26.4107,29.6016,-6.3177,35.4851,29.2887,35.4356,15.7547
150.0000,-6.3708,-9.8457,-7.4343,-3.8872,8.5813,16.4859,-16.9397,-11.4102,-3.6056,0.2362,5.6949,1.1521,5.1501,-15.8642,49.2336,5.2735,10.4630,7.5620,13.2587,15.4251,22.1694,-47.9832,-36.5393,-51.4363,-15.6777,-21.0059,-22.2111,14.2037,-66.6285,-20.5660,8.6934,-4.7850,-16.5284,-11.1927,5.6749,-4.5600,3.5388,-45.0391,-15.5388,-17.1831,-2.8473,-26.1695,-0.6897,3.8674,6.5172,9.7403,3.1914,-1.1473,8.4845,17.0268,18.8006,11.8329,12.5870,20.2918,24.0037,23.8512,21.1929,23.5595,28.2862,-23.6033,30.0488,27.1694,30.8976,12.5441
156.2500,-19.8641,-6.8531,-4.3675,-2.3804,13.4644,20.8813,-7.0920,-1.8449,-2.0149,-2.4079,1.1304,0.4008,6.5418,-13.6356,65.9744,5.9026,11.7670,4.8323,13.1838,15.9683,22.0356,-35.2432,-30.0741,-34.9105,-1.4414,-26.9612,-24.6031,2.5070,-33.4618,-25.9224,13.9591,-8.3533,-16.4626,-11.5444,0.5820,-8.5848,-15.5900,-7.0203,-0.6289,-16.7386,-3.0536,-26.7180,4.8727,-4.0665,-5.2171,8.2612,-1.2733,0.5564,8.2202,15.0293,14.5323,10.0870,8.0172,15.5445,20.3933,15.9116,15.7807,19.9464,19.5658,-41.9195,22.7219,20.4284,20.6821,0.5671
162.5000,-27.1287,-4.6953,-2.8316,-0.6172,17.3089,25.6098,2.1885,4.9111,-1.0568,-3.9369,-1.6380,1.7520,10.2310,-1.0208,78.9269,7.5111,11.9545,3.4177,11.7639,14.3405,14.5579,-5.8860,-15.4553,-11.4827,-2.4890,-30.7195,-27.6759,-14.3584,-10.9482,-28.1696,12.9803,-8.9885,-20.1248,-13.4511,-6.2398,-14.7409,-36.6015,39.1178,2.5110,-4.1482,-10.3880,-19.8692,7.6959,-12.3113,-9.2512,7.4671,-1.2351,9.4164,6.7510,9.2614,8.6759,4.5187,2.0740,9.0651,17.1013,6.1560,10.7514,14.8974,6.2855,-50.9898,12.6286,11.3162,7.9860,-12.6814
168.7500,-33.8185,-5.4642,-3.9018,-0.8511,19.1475,27.9876,11.7229,4.4596,-3.2236,-6.2054,-3.8783,2.1846,11.9319,13.1544,79.8097,6.9592,8.0722,1.1428,7.4603,9.4125,10.7209,19.7089,1.2065,6.6614,-11.7375,-25.2548,-24.9014,-14.9845,-14.7706,-29.3823,3.0127,-4.6262,-22.6189,-13.5235,-6.7785,-14.9033,-34.4417,57.4194,-9.9094,14.1356,-18.1935,-6.6293,7.3749,-11.2788,-2.9808,10.2019,-1.5971,15.5388,3.6138,3.2840,3.6514,-3.2045,-3.5289,8.0536,15.0206,-6.2359,7.0036,9.0083,-3.8940,-48.6778,3.6075,5.9370,-0.6570,-16.5526
175.0000,-41.9843,-9.0805,-7.0720,-4.8013,17.1775,25.6648,16.6047,-0.7493,-8.2029,-9.8367,-7.2636,-0.3177,9.2873,20.4190,67.7239,3.1481,0.9162,-2.8425,2.2385,3.8202,20.0387,27.0662,8.6036,9.7231,-11.2301,-16.9522,-18.3764,-4.0895,-35.7144,-33.2753,-13.7427,2.2913,-21.9021,-12.3939,-2.6903,-11.4248,-13.0740,34.0414,-20.0840,22.0680,-18.5534,3.5334,6.1943,-2.2377,9.3671,14.6431,-4.5095,14.0779,2.1941,3.6547,3.4671,-7.5824,-4.4739,17.4765,16.0313,-15.0916,7.4716,6.4648,-4.3841,-39.7976,2.6328,11.7209,0.7772,-6.8088
181.2500,-47.5043,-12.1590,-9.7465,-10.7528,11.2364,18.7600,9.6579,-3.2939,-11.3203,-12.0153,-10.0307,-4.1031,4.4430,19.1432,52.0974,-0.0373,-3.5379,-4.9937,0.6748,1.6231,38.2399,19.0150,0.4986,-1.8028,4.1646,-16.8633,-17.1048,-5.8651,-51.3141,-37.4566,-28.4454,8.5308,-20.2904,-13.4925,-2.8220,-14.4907,-1.1497,-10.2261,-11.2239,10.6737,-11.3723,2.3638,5.4959,1.9061,20.4839,16.4519,-4.8917,9.9175,6.6830,12.9136,9.7482,-4.6679,1.0537,31.1822,20.1758,-12.5638,14.0567,10.8324,3.3031,-31.1312,11.6547,28.9269,11.0595,9.7018
187.5000,-46.0022,-10.5465,-8.7843,-13.9484,5.1315,11.0671,-7.0093,1.3995,-8.2693,-9.4042,-8.3604,-5.5176,1.0436,13.4109,45.3908,1.9799,-0.0921,-1.2861,4.5275,3.1192,49.9834,8.2900,-16.8974,-17.4863,20.3407,-25.2514,-25.2143,-29.6556,-47.0686,-35.1420,-33.5845,13.0590,-20.5471,-17.9827,-11.4374,-28.1469,-17.3216,-38.2998,10.3430,-10.7782,-4.8571,-8.3074,3.3211,-7.4638,27.3631,13.1740,2.4214,9.7794,15.6877,25.0616,18.2395,2.5142,8.4343,35.7989,22.9361,0.5874,23.5722,19.5085,10.0171,-26.4949,24.5986,46.7824,20.9857,21.2882
193.7500,-39.9949,-4.9229,-4.7519,-12.3192,3.1522,7.0218,-20.0969,9.1935,-1.6097,-3.6402,-2.4427,-3.9409,-0.4322,7.5132,49.3960,7.7694,8.5234,6.1755,9.4111,3.6746,44.6631,3.6966,-29.4969,-26.8891,21.9885,-30.5909,-35.2004,-52.5021,-25.8221,-25.4771,-30.7881,15.9428,-21.6884,-22.0421,-21.4596,-42.0640,-46.4152,-26.5362,22.8712,-22.3904,-5.1578,-18.5704,-2.4051,-21.6269,30.5038,6.6190,15.0379,13.7122,22.6468,30.6808,22.1405,6.8130,10.9484,25.5055,18.5604,14.2165,29.7387,24.6493,8.5592,-27.4256,31.7039,52.1411,22.0768,21.4528
200.0000,-37.9667,-0.8687,-1.3528,-8.6021,5.5826,8.7881,-17.3497,12.0368,1.8382,-0.0855,2.8614,-2.4616,-1.4375,4.0184,52.2551,11.3955,14.1839,10.4725,9.6078,-0.3181,27.9780,6.3804,-27.8355,-28.3655,10.4268,-24.4563,-35.8391,-43.8512,-1.8116,-17.8748,-28.9013,16.3028,-20.3842,-20.8757,-22.2010,-40.9930,-55.8128,17.5273,16.0293,-14.0044,-9.0473,-21.4789,-10.7153,-23.7091,30.3722,0.0515,24.0562,15.6542,22.5028,25.6333,18.3409,3.8749,6.5251,8.6541,5.7415,18.0405,28.5887,20.2749,0.1840,-33.9739,28.5195,41.5631,13.8383,12.4730
206.2500,-42.5854,-2.3045,-1.3368,-6.9365,8.3799,14.9193,-1.6817,6.7393,-0.9388,-1.3879,3.5763,-3.2589,-1.9505,4.4044,43.2378,9.6175,12.4908,7.6218,4.7042,-6.4683,16.0800,13.7649,-15.6931,-27.3985,-1.4767,-12.6867,-26.0716,-3.8227,9.9586,-22.1264,-34.7267,13.1801,-16.1302,-14.8964,-12.3633,-21.9569,-32.7894,62.2619,2.6762,4.7058,-9.0920,-18.8543,-18.4514,-9.5257,27.3217,-4.7798,23.0737,11.6925,17.3724,14.8128,10.6323,-3.4934,0.0129,-0.9244,-9.4112,11.2824,22.3885,8.9255,-7.2814,-43.0719,19.9147,24.9353,3.7032,1.4868
212.5000,-47.6317,-6.7449,-3.4356,-8.0916,7.5178,21.5759,10.9855,-2.4890,-5.4432,-3.8843,1.5304,-4.4884,0.0921,8.9795,26.5601,6.0018,7.7815,1.7792,0.4211,-8.3869,18.5765,22.2402,-4.7768,-26.7734,-7.1501,-7.2197,-16.4178,33.9106,3.3937,-34.9824,-45.9289,8.2162,-12.3635,-9.1938,-1.2335,1.6671,1.9828,77.8962,2.0005,16.7737,-4.1333,-15.2961,-23.2903,6.6155,20.9984,-6.8919,14.2200,4.6107,13.9905,6.8328,5.8329,-8.5197,-2.0874,1.7826,-18.1369,1.3659,16.6267,-1.1965,-7.8641,-49.3892,12.8217,14.9825,-0.9173,-6.2043
218.7500,-46.1420,-7.2434,-2.9439,-8.0208,4.5215,26.3961,10.1772,-8.8575,-4.5606,-1.3690,2.5801,-2.2609,5.9623,16.2984,17.9130,6.4714,7.8191,0.8555,2.1362,-2.8554,30.1729,27.3049,-2.0710,-22.4588,-11.8982,-10.4024,-16.0577,38.5633,-13.9480,-42.3618,-53.6271,5.6021,-12.2808,-7.6608,2.2789,13.7163,18.6603,59.6491,15.1367,16.4370,-2.0703,-11.3608,-25.9180,8.2505,11.8638,-5.6820,3.6110,-1.0535,14.9066,5.0460,6.1551,-8.4279,0.8766,8.7547,-18.2969,-6.1614,12.8899,-5.2785,-3.9004,-47.9132,9.0467,13.7279,-0.5339,-10.1639
225.0000,-37.6740,-0.4418,2.2499,-3.3686,4.8511,29.3750,1.9328,-10.1928,2.3236,6.6982,8.7728,4.0085,12.8718,22.8764,25.9692,10.9029,13.6821,6.7141,8.2292,5.7964,39.2275,25.4440,-4.6571,-11.0761,-20.3806,-13.6542,-22.1792,13.6523,-25.1039,-36.2543,-51.2617,7.9389,-14.7556,-8.9380,-0.8135,10.9079,10.0612,29.9065,24.0739,12.5881,-9.8555,-4.3993,-28.0932,-4.0847,-0.2425,-1.3457,-5.5230,-4.5007,16.1363,6.1051,8.1190,-6.0583,4.3486,9.8891,-16.2521,-11.6269,8.2698,-5.3298,-1.6368,-38.5583,5.0052,13.1390,-0.9225,-12.8856
231.2500,-28.9551,9.0465,8.9472,4.3386,11.1987,31.6521,0.0643,-9.4735,8.8061,14.0116,15.6537,10.2391,16.5544,25.4770,40.2078,13.3216,18.7280,13.4255,12.6199,10.6246,41.1134,18.7196,-5.4723,2.9125,-25.1433,-10.5787,-24.2303,-11.8158,-16.7956,-24.6551,-40.6159,12.9624,-15.5761,-8.7144,-2.6100,3.2397,-5.5631,17.1459,14.0848,15.0677,-23.2468,5.3885,-29.8638,-14.1803,-17.2752,4.0819,-14.2072,-7.5129,13.1283,5.5375,7.6773,-5.1793,4.5715,3.9181,-19.9745,-17.0685,0.4375,-5.7596,-3.8628,-27.4477,-2.7283,6.5016,-5.9737,-16.9251
